snapped_at,price,market_cap,total_volume
2020-11-29 00:00:00 UTC,17718.972832629497,328812520405.74207,24501260966.046284
2020-11-30 00:00:00 UTC,18169.95420978285,336495192223.0139,23940328528.71234
2020-12-01 00:00:00 UTC,19609.52143957559,363927715778.6875,36160827241.441734
2020-12-02 00:00:00 UTC,18857.417371118165,349587593227.14185,38614628143.57325
2020-12-03 00:00:00 UTC,19208.398191994624,356517705143.29443,28923102074.82652
2020-12-04 00:00:00 UTC,19435.20484740911,360661550057.2975,24342606870.708958
2020-12-05 00:00:00 UTC,18711.226549886927,347850442856.6359,26369871383.262005
2020-12-06 00:00:00 UTC,19139.111575237486,355244908734.6481,23333284386.26552
2020-12-07 00:00:00 UTC,19325.55411859109,358762118305.1145,21832193872.698597
2020-12-08 00:00:00 UTC,19198.806493935343,356587934226.10187,22034483383.94943
2020-12-09 00:00:00 UTC,18336.514581297808,340435142947.90857,26799991795.55794
2020-12-10 00:00:00 UTC,18564.986455688137,344693077429.9694,29806757748.847992
2020-12-11 00:00:00 UTC,18262.058384653155,339714540194.3479,24092658533.60422
2020-12-12 00:00:00 UTC,18058.027339569555,335310805699.2893,26080197328.252396
2020-12-13 00:00:00 UTC,18807.09540322016,349235537025.78625,21918803313.730873
2020-12-14 00:00:00 UTC,19151.13442340493,355642790361.31714,23550581096.074562
2020-12-15 00:00:00 UTC,19259.97047153096,357681110300.36426,21638023119.81534
2020-12-16 00:00:00 UTC,19432.362456862407,360542942204.959,24173322660.107285
2020-12-17 00:00:00 UTC,21317.66213678684,396179736655.63983,39062639738.04841
2020-12-18 00:00:00 UTC,22805.65580598891,423587689809.2768,60693764158.56218
2020-12-19 00:00:00 UTC,23120.57055156752,429459534590.4159,37000188847.409645
2020-12-20 00:00:00 UTC,23863.85484171969,443289431125.4617,35252972899.69343
2020-12-21 00:00:00 UTC,23518.31842054723,436893169132.7113,32907758817.840942
2020-12-22 00:00:00 UTC,22840.991707188354,424329939581.7774,38423396405.393135
2020-12-23 00:00:00 UTC,23794.79330262859,441752551013.19135,38733771616.273865
2020-12-24 00:00:00 UTC,23308.12723217715,433051601800.69293,42917744239.8244
2020-12-25 00:00:00 UTC,23760.287048542956,441614502954.16315,36826373658.97133
2020-12-26 00:00:00 UTC,24671.107714415415,458416319552.32434,36622874229.82892
2020-12-27 00:00:00 UTC,26476.130137019492,491978602969.93176,41995154622.74047
2020-12-28 00:00:00 UTC,26423.22879190229,493427450341.26013,56654980595.93094
2020-12-29 00:00:00 UTC,27125.384120651503,503712223153.6673,42186521237.4668
2020-12-30 00:00:00 UTC,27424.538954606684,509680257177.0481,38081840205.60215
2020-12-31 00:00:00 UTC,28837.28852895899,535967306917.84125,43341140482.282166
2021-01-01 00:00:00 UTC,29022.41839530417,539438036435.6701,43503516563.294876
2021-01-02 00:00:00 UTC,29352.12679194895,545593282215.2498,34089717988.090446
2021-01-03 00:00:00 UTC,32163.824935335215,597887713053.5825,57273436641.22308
2021-01-04 00:00:00 UTC,33008.226203489285,613616917625.6967,178894068361.35312
2021-01-05 00:00:00 UTC,31515.575966658354,585726270248.7891,74657165356.22716
2021-01-06 00:00:00 UTC,34082.20604904424,633651671519.3958,67420500715.520256
2021-01-07 00:00:00 UTC,36933.520137309126,682743683563.0741,71027195897.95125
2021-01-08 00:00:00 UTC,39547.08408135567,735339707368.3339,78642959829.4919
2021-01-09 00:00:00 UTC,40815.96185478254,758971014787.3597,82846468856.35208
2021-01-10 00:00:00 UTC,40296.5290038294,749347201462.6359,55921808671.54423
2021-01-11 00:00:00 UTC,38397.895985418174,714078952009.0243,73381123612.69325
2021-01-12 00:00:00 UTC,35669.90668663349,663380898829.0051,111691569520.10521
2021-01-13 00:00:00 UTC,33938.33587810088,629751630408.4126,68954134557.3671
2021-01-14 00:00:00 UTC,37456.00772548642,696668634091.3435,65278944793.97605
2021-01-15 00:00:00 UTC,39232.74997140346,729751433670.0881,57519444621.68669
2021-01-16 00:00:00 UTC,36787.52121668496,684304915288.2261,63450740093.03335
2021-01-17 00:00:00 UTC,36254.713079410845,674660879866.02,55054325262.44017
2021-01-18 00:00:00 UTC,35804.263885674685,672291934493.4396,50749258739.19448
2021-01-19 00:00:00 UTC,36595.4647692826,682647247200.097,46769030146.76761
2021-01-20 00:00:00 UTC,36104.86385775514,671734819189.1033,51736994549.005974
2021-01-21 00:00:00 UTC,35587.489202735545,662434464441.264,58406615612.06859
2021-01-22 00:00:00 UTC,30913.695736053804,575205510268.1292,69415314297.66626
2021-01-23 00:00:00 UTC,32957.908782655926,613271077002.4795,69549742252.37038
2021-01-24 00:00:00 UTC,32068.08737440817,596744391345.3533,43575409684.64115
2021-01-25 00:00:00 UTC,32273.51735032927,600595408892.1986,42810544126.17814
2021-01-26 00:00:00 UTC,32375.320062981456,602517850752.0305,50410553261.414444
2021-01-27 00:00:00 UTC,32582.10944502123,606573549809.8268,48489676580.41073
2021-01-28 00:00:00 UTC,30445.52586511351,566661443732.4073,51514291052.43235
2021-01-29 00:00:00 UTC,33128.34752861149,616625386428.2396,51075972572.459564
2021-01-30 00:00:00 UTC,34150.81876737221,635688668063.594,97468515525.42249
2021-01-31 00:00:00 UTC,34199.51981036302,636624676861.2642,52001249491.10806
2021-02-01 00:00:00 UTC,33064.78676701507,615013848827.3505,42488649643.23183
2021-02-02 00:00:00 UTC,33405.99035714327,621908231690.1377,49268860242.66622
2021-02-03 00:00:00 UTC,35485.98593382442,660664104637.4851,50730704376.60918
2021-02-04 00:00:00 UTC,37494.71762460426,695794870715.5251,49762137494.206696
2021-02-05 00:00:00 UTC,36816.50808203406,686453802173.3838,54494811707.23047
2021-02-06 00:00:00 UTC,38007.83222908396,706320162928.6615,47446256481.71452
2021-02-07 00:00:00 UTC,39279.41286897885,732453192636.7231,57076868562.48764
2021-02-08 00:00:00 UTC,38833.34026455532,723434796637.7434,53802559038.8092
2021-02-09 00:00:00 UTC,46307.57412159395,862413737410.9171,86994225365.2278
2021-02-10 00:00:00 UTC,46569.56483,867164581003.3563,78828431117.05534
2021-02-11 00:00:00 UTC,44848.69344950499,839561451461.0575,70000356395.81508
2021-02-12 00:00:00 UTC,47815.96175554316,890629045243.5952,66187179918.887886
2021-02-13 00:00:00 UTC,47414.1862550079,880620921496.0787,61942185128.99905
2021-02-14 00:00:00 UTC,46941.29208582354,874425017687.0778,55312381649.33813
2021-02-15 00:00:00 UTC,48607.8745224845,905515462576.995,57738376570.131905
2021-02-16 00:00:00 UTC,47898.487027633135,892345220938.2782,61061855793.76279
2021-02-17 00:00:00 UTC,49238.13690672487,917339726314.6964,64141133353.975624
2021-02-18 00:00:00 UTC,52143.6788446198,971516568847.578,68478739131.4286
2021-02-19 00:00:00 UTC,51733.075539032034,963911356673.4604,58486508605.55778
2021-02-20 00:00:00 UTC,56038.72775892988,1044189900351.5892,71397235196.83829
2021-02-21 00:00:00 UTC,56377.63347790987,1050555931433.1447,77351787996.10461
2021-02-22 00:00:00 UTC,57669.3035269179,1075380337357.9143,61223272210.96276
2021-02-23 00:00:00 UTC,54410.85629451601,1012091985973.4642,101532021847.06647
2021-02-24 00:00:00 UTC,48691.894831704405,904133801444.5278,116689607925.81473
2021-02-25 00:00:00 UTC,49849.378713583144,929081504353.552,73140585468.96529
2021-02-26 00:00:00 UTC,46992.665450048495,875883932252.4404,60355381275.54549
2021-02-27 00:00:00 UTC,46551.48747675472,869070614247.8623,74357197463.7094
2021-02-28 00:00:00 UTC,46653.52639939581,869649724200.5775,50989764248.82767
2021-03-01 00:00:00 UTC,44970.163459946736,838307614585.1935,59679588927.08056
2021-03-02 00:00:00 UTC,49787.33995949672,928146793676.4287,63218569171.598305
2021-03-03 00:00:00 UTC,48532.23678981703,905413239164.9064,53499537416.816475
2021-03-04 00:00:00 UTC,50577.45746915202,942969910364.1804,59212268141.16633
2021-03-05 00:00:00 UTC,48727.45120080115,908517236707.5374,60749587836.169136
2021-03-06 00:00:00 UTC,49091.81488232977,911379300053.3455,56568112294.26829
2021-03-07 00:00:00 UTC,49019.36859236582,916504852500.393,41478786533.38212
2021-03-08 00:00:00 UTC,51313.09262027362,955040794770.1399,46146324828.48082
2021-03-09 00:00:00 UTC,52328.5359126325,974195000547.444,53568946625.62234
2021-03-10 00:00:00 UTC,54700.273439277444,1018978819157.4177,57418251743.06042
2021-03-11 00:00:00 UTC,56020.4877195857,1044805904677.5541,63560545036.79726
2021-03-12 00:00:00 UTC,57788.86810329514,1077836070933.286,64605228617.76096
2021-03-13 00:00:00 UTC,57353.86147197248,1069776383193.8628,59984971691.807
2021-03-14 00:00:00 UTC,61315.197932766816,1145191373521.5942,67332756651.27568
2021-03-15 00:00:00 UTC,59428.967566027764,1111684638819.0723,48104078384.27405
2021-03-16 00:00:00 UTC,55805.32924923426,1049197142851.5631,70594488699.70683
2021-03-17 00:00:00 UTC,56830.253335076224,1060221966894.7418,63219904254.35453
2021-03-18 00:00:00 UTC,59014.92563205099,1101028543248.462,63368268626.27834
2021-03-19 00:00:00 UTC,57922.40959262911,1081065767945.8683,58387006275.72827
2021-03-20 00:00:00 UTC,58243.27060892363,1086741150606.8165,51948388930.75819
2021-03-21 00:00:00 UTC,58376.15847137206,1090022321077.5006,54549112635.671715
2021-03-22 00:00:00 UTC,57573.539344778685,1074356788297.177,55664123837.602554
2021-03-23 00:00:00 UTC,54370.137557895185,1020641820438.662,62001716794.84347
2021-03-24 00:00:00 UTC,54584.86994699455,1017637245492.0177,60383378707.04851
2021-03-25 00:00:00 UTC,52526.86659704657,982797427007.2565,73029051195.05199
2021-03-26 00:00:00 UTC,51416.908304980054,959155260366.7408,63401640502.561295
2021-03-27 00:00:00 UTC,55033.100480447036,1027209990794.8939,55442557956.15464
2021-03-28 00:00:00 UTC,55832.418109618324,1042184275332.6417,47285749218.66506
2021-03-29 00:00:00 UTC,55728.10132780653,1039333584621.1438,49315845081.42435
2021-03-30 00:00:00 UTC,57634.92869447539,1075942162536.995,57387039705.47129
2021-03-31 00:00:00 UTC,58668.628336761,1095293012032.8433,52387542500.621956
2021-04-01 00:00:00 UTC,58817.3738884188,1098127310946.8978,57495844477.9185
2021-04-02 00:00:00 UTC,58801.194843878126,1098583823874.2307,54320681400.56781
2021-04-03 00:00:00 UTC,59060.02678333801,1103133931136.5508,52224918752.08043
2021-04-04 00:00:00 UTC,57060.40665471088,1067101827372.9529,52067853987.600494
2021-04-05 00:00:00 UTC,58228.802623466196,1087344280109.6896,46156767978.177345
2021-04-06 00:00:00 UTC,58706.81559311396,1096202611389.9541,54670173277.08731
2021-04-07 00:00:00 UTC,58062.17872433649,1084341670320.8142,61497704158.13829
2021-04-08 00:00:00 UTC,56134.41738866435,1050759681844.6099,67617613532.43307
2021-04-09 00:00:00 UTC,58065.644024815316,1083362883828.1199,48714359354.07226
2021-04-10 00:00:00 UTC,58152.993262141834,1085794662404.731,45880879041.76103
2021-04-11 00:00:00 UTC,59979.39281571831,1116221525334.3267,61788197398.73793
2021-04-12 00:00:00 UTC,59988.02095852983,1120606689450.4702,46792500386.96501
2021-04-13 00:00:00 UTC,59911.020594847316,1118532902101.5269,55994558888.5224
2021-04-14 00:00:00 UTC,63576.676041048275,1187737045885.1743,71993120011.18321
2021-04-15 00:00:00 UTC,62807.12323259299,1173412921929.8884,80157135507.58896
2021-04-16 00:00:00 UTC,63179.772446084695,1179561609816.9358,60495376851.28074
2021-04-17 00:00:00 UTC,61497.299569441195,1149602869702.2644,86260673269.76614
2021-04-18 00:00:00 UTC,60273.86667694734,1125592412523.221,63808212132.53643
2021-04-19 00:00:00 UTC,56288.94534001195,1053618163309.5769,102065957642.22952
2021-04-20 00:00:00 UTC,55721.166052695626,1043148020633.034,66156275209.79711
2021-04-21 00:00:00 UTC,56294.728558586925,1055145534127.332,68166802215.759544
2021-04-22 00:00:00 UTC,54190.07026283405,1012699264345.6595,56115370322.140594
2021-04-23 00:00:00 UTC,51965.5664304852,971174701492.849,77897442831.71704
2021-04-24 00:00:00 UTC,51191.1246964079,956744203682.2198,91138220375.4599
2021-04-25 00:00:00 UTC,50133.1073963654,937014999515.3855,49296256745.65119
2021-04-26 00:00:00 UTC,48981.4413932161,915533819859.1393,46233432154.225266
2021-04-27 00:00:00 UTC,53978.80554728962,1008389773189.793,60226926859.91649
2021-04-28 00:00:00 UTC,54991.81484262107,1027617870421.6592,48468560013.13787
2021-04-29 00:00:00 UTC,54810.6138506792,1024625833392.2412,48072930663.01449
2021-04-30 00:00:00 UTC,53596.70402266675,1001973605935.3958,46958036373.360306
2021-05-01 00:00:00 UTC,57828.511814425874,1082721727348.0433,53879045974.4321
2021-05-02 00:00:00 UTC,57812.96915967891,1080897634123.2937,43967070045.82312
2021-05-03 00:00:00 UTC,56600.74528738432,1057850321948.5465,39072664393.929405
2021-05-04 00:00:00 UTC,57200.30029871162,1069571255195.5189,54132470274.07509
2021-05-05 00:00:00 UTC,53464.37021950372,999775008412.3738,71296763919.13268
2021-05-06 00:00:00 UTC,57432.100227087576,1070969079353.5304,72158368257.54709
2021-05-07 00:00:00 UTC,56507.759439869595,1056801053574.5111,87510802710.77629
2021-05-08 00:00:00 UTC,57361.56904328887,1072831991777.4056,68154805947.0942
2021-05-09 00:00:00 UTC,58771.881689509355,1099271802311.4957,66812167538.22713
2021-05-10 00:00:00 UTC,58213.926293744385,1088903483393.3053,67906284080.6139
2021-05-11 00:00:00 UTC,55901.66759456145,1045714370754.1615,76672978747.69038
2021-05-12 00:00:00 UTC,56928.97235660158,1064993057463.8884,67726708140.565094
2021-05-13 00:00:00 UTC,50004.76218313686,935512493150.826,75523928654.34041
2021-05-14 00:00:00 UTC,49972.795398372444,934964766185.9642,104203551167.93765
2021-05-15 00:00:00 UTC,49913.26314398822,935962705739.4398,56820196964.51265
2021-05-16 00:00:00 UTC,46780.902304688214,875321252276.1078,62896879696.14898
2021-05-17 00:00:00 UTC,46585.06413538846,871695620615.745,70636455913.96016
2021-05-18 00:00:00 UTC,43780.82559782485,819256623328.7307,84054878923.85199
2021-05-19 00:00:00 UTC,43091.04144756922,800545278567.6873,65037066859.11668
2021-05-20 00:00:00 UTC,37287.39140242737,697785056487.6051,141151477374.61298
2021-05-21 00:00:00 UTC,40437.73009625558,759679496751.2783,95001812130.50996
2021-05-22 00:00:00 UTC,37339.63420134628,698762712553.7339,88706010988.29123
2021-05-23 00:00:00 UTC,37520.31767547438,702143968883.5249,61178935273.653305
2021-05-24 00:00:00 UTC,34977.527801962424,654558962027.5841,84358034875.51308
2021-05-25 00:00:00 UTC,38642.4422973396,723143072419.7241,71163197727.3351
2021-05-26 00:00:00 UTC,38210.80521759389,715248689989.8947,48724794157.985054
2021-05-27 00:00:00 UTC,39406.934244116186,737668726732.3829,47026386118.47242
2021-05-28 00:00:00 UTC,38642.89555434217,723137484747.1467,40836817155.71973
2021-05-29 00:00:00 UTC,35710.220936529884,668521654364.6696,49991590067.73797
2021-05-30 00:00:00 UTC,34775.07941347281,654239808356.6592,43184025044.772804
2021-05-31 00:00:00 UTC,35714.75202018067,668664301773.5417,30650274657.695255
2021-06-01 00:00:00 UTC,37340.6792659422,699138611681.2975,37950798680.48171
2021-06-02 00:00:00 UTC,36680.06820180283,688726381047.1788,33536905027.710236
2021-06-03 00:00:00 UTC,37685.71798174826,704531333543.3906,31240691604.199257
2021-06-04 00:00:00 UTC,39151.316183800314,733150718114.4554,33396718844.557133
2021-06-05 00:00:00 UTC,36938.72031139185,691747462828.3618,39345490149.31464
2021-06-06 00:00:00 UTC,35546.98596483364,662913486273.3402,34068172835.766655
2021-06-07 00:00:00 UTC,35834.4744744042,671131079523.7289,27689283070.836933
2021-06-08 00:00:00 UTC,33451.38340714534,626527049947.8439,33345528753.340153
2021-06-09 00:00:00 UTC,33557.15068309184,629018966290.4011,46727462986.366455
2021-06-10 00:00:00 UTC,37553.64375851888,705292677171.4633,54511387836.11497
2021-06-11 00:00:00 UTC,36903.304906778896,691681868464.4717,42952476854.83458
2021-06-12 00:00:00 UTC,37289.43252210222,698528023663.5321,36358044262.709755
2021-06-13 00:00:00 UTC,35666.14977877309,668148892256.3638,35710196743.32056
2021-06-14 00:00:00 UTC,39147.70567879997,733402631079.1185,38185633278.287155
2021-06-15 00:00:00 UTC,40624.51305316154,761104314502.2867,45836408439.45157
2021-06-16 00:00:00 UTC,40378.20254971114,756522207420.3483,36706248352.237144
2021-06-17 00:00:00 UTC,38321.454656574206,718016373177.285,36563438889.78541
2021-06-18 00:00:00 UTC,38193.619141943964,715652442155.1261,36330237284.41833
2021-06-19 00:00:00 UTC,35881.11137137543,673761687974.4922,35162612172.75275
2021-06-20 00:00:00 UTC,35581.64226773201,666901325910.3705,28858979691.78587
2021-06-21 00:00:00 UTC,35787.07740523232,670634370556.6146,35609127163.62243
2021-06-22 00:00:00 UTC,31711.935467727006,598335733135.868,51873870276.52254
2021-06-23 00:00:00 UTC,32507.738707026845,606580031922.7239,57443014757.92467
2021-06-24 00:00:00 UTC,33702.61779371396,631634847766.2311,39798236962.44067
2021-06-25 00:00:00 UTC,34675.44910530336,650340461975.8141,31862051544.349895
2021-06-26 00:00:00 UTC,31943.136467863093,598703019611.4526,38635245431.3565
2021-06-27 00:00:00 UTC,32023.973901774916,600235334320.8247,36873109419.90242
2021-06-28 00:00:00 UTC,34607.293274083386,649262127990.3759,34335452117.32629
2021-06-29 00:00:00 UTC,34556.8421269449,647741224116.9337,32453802891.01519
2021-06-30 00:00:00 UTC,35968.993667970346,674231340724.4149,35121257875.54662
2021-07-01 00:00:00 UTC,35171.486304850056,660200427590.4775,31024153846.878517
2021-07-02 00:00:00 UTC,33677.566235922626,629863895571.7473,29129630236.14075
2021-07-03 00:00:00 UTC,33950.786555181,633684390025.5607,25084046353.169456
2021-07-04 00:00:00 UTC,34729.89077801021,650382046624.6503,22986053604.70427
2021-07-05 00:00:00 UTC,35394.213074080915,663571591568.1959,22727930417.748825
